"","bus_main_data_mod","Freq"
"1","5.1",1
"2","5.4",1
"3","5.7",1
"4","5.8",1
"5","6.1",1
"6","6.7",1
"7","6.8",1
"8","6.9",1
"9","7.1",1
"10","7.2",1
"11","8.1",1
"12","8.2",1
"13","8.5",1
"14","8.9",1
"15","9.2",1
"16","9.5",1
"17","9.6",1
"18","9.8",1
"19","10.3",2
"20","10.7",1
"21","10.8",1
"22","10.9",1
"23","12.2",2
"24","12.6",1
"25","12.8",1
"26","13.3",1
"27","13.9",1
"28","14.5",1
"29","14.8",1
"30","15.9",1
"31","16.8",1
