"","bus_PMT_vec","Freq"
"1","0.32",1
"2","0.563",1
"3","0.667",1
"4","0.734",1
"5","0.8035",1
"6","0.856",1
"7","0.8915",1
"8","0.9425",1
"9","0.952666666666667",1
"10","0.961333333333333",1
"11","0.973",1
"12","1.012",1
"13","1.0325",1
"14","1.03633333333333",1
"15","1.044",1
"16","1.05",1
"17","1.07",1
"18","1.084",1
"19","1.099",1
"20","1.13466666666667",1
"21","1.19166666666667",1
"22","1.194",1
"23","1.207",1
"24","1.2315",1
"25","1.236",1
"26","1.23971428571429",1
"27","1.2495",1
"28","1.25333333333333",1
"29","1.277",1
"30","1.29316666666667",1
"31","1.2965",1
"32","1.303",1
"33","1.314",1
"34","1.32466666666667",1
"35","1.328",1
"36","1.332",1
"37","1.3355",1
"38","1.349",1
"39","1.35771428571429",1
"40","1.375",1
"41","1.37733333333333",1
"42","1.3825",1
"43","1.38916666666667",1
"44","1.39066666666667",1
"45","1.397",2
"46","1.4",1
"47","1.403",1
"48","1.408",1
"49","1.4258",1
"50","1.42775",1
"51","1.435875",1
"52","1.442",1
"53","1.459",1
"54","1.4664",1
"55","1.4702",1
"56","1.47325",1
"57","1.474",1
"58","1.480125",1
"59","1.48057142857143",1
"60","1.48233333333333",1
"61","1.484",1
"62","1.48685714285714",1
"63","1.4895",1
"64","1.491125",1
"65","1.4938",1
"66","1.498",1
"67","1.511",1
"68","1.51383333333333",1
"69","1.52166666666667",1
"70","1.5276",1
"71","1.533",1
"72","1.54666666666667",1
"73","1.5485",1
"74","1.55333333333333",1
"75","1.55385714285714",1
"76","1.5556",1
"77","1.561",1
"78","1.56233333333333",1
"79","1.56625",1
"80","1.5685",1
"81","1.5764",1
"82","1.57716666666667",1
"83","1.5836",1
"84","1.5844",1
"85","1.58583333333333",1
"86","1.591",1
"87","1.59166666666667",1
"88","1.5925",1
"89","1.595",1
"90","1.59733333333333",1
"91","1.601",1
"92","1.6045",1
"93","1.61433333333333",1
